,zpid,id,rawHomeStatusCd,marketingStatusSimplifiedCd,providerListingId,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latitude,longitude,isZillowOwned,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,availabilityDate
113,348387823,348387823,ForRent,For Rent,47h10qm5zukgw,https://www.zillow.com/homedetails/5040-Rivers-Edge-Way-NW-Edmonton-AB-T6M-1P8/348387823_zpid/,FOR_RENT,Townhouse for rent,C$,"C$1,995/mo",1995.0,"5040 Rivers Edge Way NW, Edmonton, AB T6M 1P8",5040 Rivers Edge Way NW,Edmonton,AB,T6M1P8,False,3.0,2.5,1098.0,53.455017,-113.65504,False,False,False,ForRent,For Rent,False,
114,2055894315,2055894315,ForRent,For Rent,455n168y17rbn,https://www.zillow.com/homedetails/11810-129th-St-NW-Edmonton-AB-T5L-1G4/2055894315_zpid/,FOR_RENT,Apartment for rent,C$,C$925/mo,925.0,"11810 129th St NW, Edmonton, AB T5L 1G4",11810 129th St NW,Edmonton,AB,T5L1G4,False,1.0,1.0,,53.570732,-113.54501,False,False,False,ForRent,For Rent,False,
115,53.521667--113.50866,53.521667--113.50866,,,3fp9h2jth1hep,https://www.zillow.com/apartments/edmonton-ab/10749-86th-ave-nw/BsfDsH/,FOR_RENT,For Rent,,,,"10749 86th Ave NW, Edmonton, AB",10749 86th Ave NW Unit 1,Edmonton,AB,T6E2M8,,,,,53.521667,-113.50866,,,,,,,
116,2054664840,2054664840,ForRent,For Rent,38p9g6xzr0ng8,https://www.zillow.com/homedetails/18308-93rd-Ave-NW-Edmonton-AB-T5T-2V3/2054664840_zpid/,FOR_RENT,Apartment for rent,C$,"C$1,215/mo",1215.0,"18308 93rd Ave NW, Edmonton, AB T5T 2V3",18308 93rd Ave NW,Edmonton,AB,T5T2V3,False,2.0,1.0,,53.52892,-113.64027,False,False,False,ForRent,For Rent,False,
117,2079700493,2079700493,ForRent,For Rent,22fa18cuyruzs,https://www.zillow.com/homedetails/9947-Saskatchewan-Dr-NW-Edmonton-AB-T6E-4R3/2079700493_zpid/,FOR_RENT,Apartment for rent,C$,"C$1,524/mo",1524.0,"9947 Saskatchewan Dr NW, Edmonton, AB T6E 4R3",9947 Saskatchewan Dr NW,Edmonton,AB,T6E4R3,False,1.0,1.0,913.0,53.5261,-113.487976,False,False,False,ForRent,For Rent,False,2024-07-08 00:00:00
118,53.404564--113.449455,53.404564--113.449455,,,11x8fxb0zr96d,"https://www.zillow.com/b/building/53.404564,-113.449455_ll/",FOR_RENT,For Rent,,,,"723 Orchards Blvd SW, Edmonton, AB",723 Orchards Blvd SW ,Edmonton,AB,T6X2Y6,,,,,53.404564,-113.449455,,,,,,,
119,2067566000,2067566000,ForRent,For Rent,4mmkz4my7z430,https://www.zillow.com/homedetails/11910-43rd-St-NW-Edmonton-AB-T5W-2P6/2067566000_zpid/,FOR_RENT,House for rent,C$,C$895/mo,895.0,"11910 43rd St NW, Edmonton, AB T5W 2P6",11910 43rd St NW,Edmonton,AB,T5W2P6,False,2.0,1.0,800.0,53.572353,-113.40807,False,False,False,ForRent,For Rent,False,2024-05-20 00:00:00
120,2058873908,2058873908,ForRent,For Rent,14wyc968jenhr,https://www.zillow.com/homedetails/8070-Kiriak-Line-SW-Edmonton-AB-T6W-4V2/2058873908_zpid/,FOR_RENT,House for rent,C$,"C$2,195/mo",2195.0,"8070 Kiriak Line SW, Edmonton, AB T6W 4V2",8070 Kiriak Line SW,Edmonton,AB,T6W4V2,False,3.0,2.5,1829.0,53.41194,-113.634796,False,False,False,ForRent,For Rent,False,
121,348695771,348695771,ForRent,For Rent,tzs6tyasvvsy,https://www.zillow.com/homedetails/468-Hemingway-Rd-NW-Edmonton-AB-T6M-0M5/348695771_zpid/,FOR_RENT,House for rent,C$,"C$1,949/mo",1949.0,"468 Hemingway Rd NW, Edmonton, AB T6M 0M5",468 Hemingway Rd NW,Edmonton,AB,T6M0M5,False,3.0,2.5,1240.0,53.49685,-113.68298,False,False,False,ForRent,For Rent,False,2024-07-11 00:00:00
122,343928262,343928262,ForRent,For Rent,5cue672ssr9j4,https://www.zillow.com/homedetails/5037-Kinney-Line-SW-Edmonton-AB-T6W-5G5/343928262_zpid/,FOR_RENT,Apartment for rent,C$,"C$2,000/mo",2000.0,"5037 Kinney Line SW, Edmonton, AB T6W 5G5",5037 Kinney Line SW,Edmonton,AB,T6W5G5,False,3.0,2.5,,53.41461,-113.62566,False,False,False,ForRent,For Rent,False,
